text,label
My wife got whats app msg from this guy and calls back to back from different numbers This guy is threatening my wife to defame by taking a screen shot of her whats app picture and added her phone number with it I also got a call from the number,Women/Child Related Crime
"I never imagined something like this could happen to me, especially since I'm so cautious. But then I started noticing that my online activity felt different, slower even. I can't even describe it well because everything seemed normal, except for the fact that I was constantly getting logged out of my accounts. I don't know how, but it’s like they knew everything I was doing, even though I was trying to be careful. It’s terrifying to think about. The more I tried to fix it, the more problems came up. My email was unathorised, and then I got locked out of everything. I feel so helpless, like there’s nothing I can do to fix this. No matter how many times I change my password, it’s like someone’s always one step ahead. Even my tablet isn’t working right anymore. It’s so stange how everything just fell apart after that one email.",Other Cyber Crime
Respected Sir A very serious matter I want to inform you Few person running or involve in some very shamefull activities by using few women at many places of kolkata gariahat ballygunge RUBY HOSPITAL BEHIND area KASBA ANANDAPUR QUEST MALL metropolis mall area ACROPOLISMALL area park circus FORUM MALL ELGIN RD Parkstreet MAIDAN AREA esplanade Garia jadavpur BEHALASAKHERBAZAR JOKA BANSDRONI Rabindrasadanexide area HARIDEVPUR triangular park lake mall area rashbehari area TOLLYGUNGE THAKURPUKUR BBD BAG DALHOUSIE AREA and SALTLAKE Their name SUBHRO SAHA AMLAN DATTA IZAZ AHMED Anirban They officially work in a insurance office hdfclife a hindustanpark ab gariahat shopping mall st floor beside of reliance trend building near gariahat more but outside at several places they involve in some shamefull activities last years Sir a person SUBHRO SAHA forcefully involve few women employee ex FEMALE employee in such shamefull doing At afternoon evening or after evening or night time they doing this shamefull activities Many innocent people are TRAPPED and suffering in such dirty issue for long time They are even to lodge a complain against them because of threatening and blackmailing ISSUE From above address PLACES and their mobile whatsapp no you can easily trace and track their all activities You need to investigate Last years detail Please help,Women/Child Related Crime
The instagram group namely BIT COIN ONLINE TRADING COMPANY has added me in group after that they told me to send money through UPI for trading bitcoin then i was paid Rs in return of them he give me as reward,Other Cyber Crime
I have booked one wireless ear phone from Cashfree Payments India Pvt Ltd through transaction id on November at hours and mentioned my all details like address mobile No and email id correctly but after passing odd days my product still not reached to me or my amount has still not refunded I have raised my request to your supportcashfreecom on but did not get proper satisfactory response hence raising my dispute to you I also registered my Grievance Number I have raised twitter compliment where company has confirmed me that raised Cyber Crime Complaint,Other Cyber Crime
FRAUDULENT TRANSACTION THROUGH THE FAKE CUSTOMER CARE NUMBER OF SBI,Financial Fraud Crimes
My whatsapp was hacked Someone else is using it without otp and messaging unknown with my number Also i was unable to delete or open my account in my phone as an two step verification code was entered by him because of that i was unable to open my whstap I want to delete my account as soon as possible to keep my account safe from crime Whstapp number Thankyou,Other Cyber Crime
Sir mere sath bike betchne ke naam par rupees apne account mai dalwa liye hai Or ab mera phone nhi utha rhe hai mera name Nakul Kumar hai ye mera phone hai Sir meri madad kro please,Financial Fraud Crimes
MERE TRANJACTION MERA BNA KARE HUI H MUJHE NE PTA PAISA KHA GYA H SIR PLZ HELP ME BANK M BHI GYA HU KOI SOULITION NHI HUA YE KHTE H AAPKE DWARA HUA OR MENE NHI KIYA AISHA KUCH ONLINE RS OR RS KI TRANJACTION H AAJ TK KOI ATTA PATA NHI PLZ HELP ME,Financial Fraud Crimes
I got message on WhatsApp about amazon commission job from messiah the name She told in this job we have to help merchant to increase hisher sale by purchasing product and you will get commission I purchased products and in starting i got commission but as level increased she gave me order of high amount and said if you will completed this so you will get more amount so some how i arranged and pay but she said your order has given to other becoz you you delayed in paying and you have to pay rs for cancelling the order And rerurting my money Respected maamsir pls help me til i have paid more than rsand all the time she used to give me different upid for transaction,Financial Fraud Crimes
"My friend mentioned something like this happened to them a few months ago, but I thought it was a one-off. Then, suddenly, I got this weird notification asking me to update my password, but the message didn’t look like the usual ones I receive from the app. It looked a bit off. I don't know how, but it’s like they knew everything I was doing, even though I was trying to be careful. It’s terrifying to think about. The more I tried to fix it, the more problems came up. My work account was hackd, and then I got locked out of everything. The worst part is, I don’t even know who to trust anymore. Friends, family, everyone’s acting strange. It’s affecting my relationships and my mental health. Even my laptop isn’t working right anymore. It’s so stange how everything just fell apart after that one email.",Other Cyber Crime
The Rakesh patel community group is fully fraud and doing fraud activity today morning they msg me to get x amount just pay the k then i proceed for payment but it was fruad I pay through imps transction and I have transction Idalso I hope solve my problem sir,Financial Fraud Crimes
Victim doing a textile business due to business relating he posted a adv of cloths in indiamart websiteSuspect reached to victim impersonating as army officer and told he want clothsSuspect told his account in armyGOVTSalary AC so send advance immediately for conformation of bank accountVictim send to the amountafter payment there was no response from suspect suspect phno,Financial Fraud Crimes
Dear Sir Madam Actually i got loan from sFC applications in my mobile I have paid ally my dues properly But again i am getting calls from unknown numbers like from North India foreign numbers They are threatning me and blackmailing me Kindly do the needful,Financial Fraud Crimes
Hi sir they got my number from quicker com as i was searching jobs in airlines as a ground staff i got a call from this number and he talk politely and he told to pay as a processing fee for interview and next day he ask me to give for documentation and police verification next day again he asked me for offer letter till here i payed him then next day he again asked me to pay for courier charges then i cross checked with indigo airlines i have showed my offer letter they told its fake dont process it now he is not refunding my amt sir please catch this guys sir please my dont know about this i have shared you his Id card also job portal india,Other Cyber Crime
I touch my thumb in biometrix machine when i was creating my eshrm card and sale deed of some part of field as a gaurenter on january Then transctions are made by three times on st march and nd march My account is in canara bank and deduction amount is rs Please take a action against it asap and i want my amount refund in my accound I did attached document of my statements in this report Thank you so much please do the needful,Other Cyber Crime
Froud apps scamed with me by transfer some of money to my account without my permission and they hacked my phone contacts for blackmale me The Koko loan app transfer me rs after I submit my pan adhaar and selfie The application automatically shows the due money pay in days and rs showing on the application for I will have to pay Before one day of payment they blackmaled me and asked me to pay just I send them screen shot of the unknow payment I was recieved in my bank that this was your payment they said yes and told them I will pay total ammout you send me But I asked some more about thier way of talking and collect money He blackmale me by send my contacts on my whats app number and then I paid rupess to him bcs I was little bit scared that I upload my pan adhaar and selfie and he hacked my phone After that I done complaint on cyber crime india and subbmit his number or another unknown number but today I recieved a lot of massages and calls again so I dont know who they are plz help me There are two applications that I touched with my docs one of them I mention before and one of the second one is orange loan app that they transfer me rs and showing to me should pay rs without my permission by froudly tricks Yesterday and today they called or calling me but I dont answer the calls and block the whats app msgs after the Koko app incident so I already paid Koko app money for far away from this circle but I want to paid,Financial Fraud Crimes
Hi Team Yesterday I got an SMS and email that my registered mobile linked to Flipkart account is updated with new number attached the snapshot of email received Then immediatly I called the flipkar customer care to block the account so that no financial transactions should happen as I had flipkart pay later and my E gift vouchers were there in the account but Flipkart customer care told me they cannot block it but they will try to get access to my account and asked my ID proof which I shared immediatly Attached email page As my email is still registered with the account so I am getting repeat OTPs and informed flipkart but they denied to help here and told me to wait for hours In morning I got an email for the order on my flipkart account that include one apple mobile and other products for amount INR with Flipkart pay later EMI See page attachement and product delivered to following address See page Deepak Yadav opposite india post office Jail Road Jalvayu Vihar Ashiyana Lucknow Uttar Pradesh My complaint is that my flipkart account was hacked and immediatly I informed flipkart to blockstop transactions on that account as that account has my KYC and flipkart pay later But they locked one complaint to get the access back by changing my mobile number and here is the incident ID IN And then later on this financial transaction of INR happend,Financial Fraud Crimes
Fraud done of three amount rs rs rs i reported in cyber cell and they recovered rs amount rest amount rs and rs not recovered My transaction id and reference number was not generated at time of fraud so that i was unable to register my online complain,Financial Fraud Crimes
Respected Sir A very serious matter I want to inform you Few person running or involve in some very shamefull activities by using few women at many places of kolkata gariahat ballygunge RUBY HOSPITAL BEHIND area KASBA ANANDAPUR QUEST MALL metropolis mall area ACROPOLISMALL area park circus FORUM MALL ELGIN RD Parkstreet MAIDAN AREA esplanade Garia jadavpur BEHALASAKHERBAZAR JOKA BANSDRONI Rabindrasadanexide area HARIDEVPUR triangular park lake mall area rashbehari area TOLLYGUNGE THAKURPUKUR BBD BAG DALHOUSIE AREA and SALTLAKE Their name SUBHRO SAHA AMLAN DATTA IZAZ AHMED Anirban They officially work in a insurance office hdfclife a hindustanpark ab gariahat shopping mall st floor beside of reliance trend building near gariahat more but outside at several places they involve in some shamefull activities last years Sir a person SUBHRO SAHA forcefully involve few women employee ex FEMALE employee in such shamefull doing At afternoon evening or after evening or night time they doing this shamefull activities Many innocent people are TRAPPED and suffering in such dirty issue for long time They are even to lodge a complain against them because of threatening and blackmailing ISSUE From above address PLACES and their mobile whatsapp no you can easily trace and track their all activities You need to investigate Last years detail Please help,Women/Child Related Crime
I posted a property on magicbrickscom to rent out y property I have received calls from numbers Different individuals impersonating cisf men They are sending links on my phone with paytm links to scam me of money,Financial Fraud Crimes
Respected Sir A very serious matter I want to inform you Few person running or involve in some very shamefull activities by using few women at many places of kolkata gariahat ballygunge RUBY HOSPITAL BEHIND area KASBA ANANDAPUR QUEST MALL metropolis mall area ACROPOLISMALL area park circus FORUM MALL ELGIN RD Parkstreet MAIDAN AREA esplanade Garia jadavpur BEHALASAKHERBAZAR JOKA BANSDRONI Rabindrasadanexide area HARIDEVPUR triangular park lake mall area rashbehari area TOLLYGUNGE THAKURPUKUR BBD BAG DALHOUSIE AREA and SALTLAKE Their name SUBHRO SAHA AMLAN DATTA IZAZ AHMED Anirban They officially work in a insurance office hdfclife a hindustanpark ab gariahat shopping mall st floor beside of reliance trend building near gariahat more but outside at several places they involve in some shamefull activities last years Sir a person SUBHRO SAHA forcefully involve few women employee ex FEMALE employee in such shamefull doing At afternoon evening or after evening or night time they doing this shamefull activities Many innocent people are TRAPPED and suffering in such dirty issue for long time They are even to lodge a complain against them because of threatening and blackmailing ISSUE From above address PLACES and their mobile whatsapp no you can easily trace and track their all activities You need to investigate Last years detail Please help,Women/Child Related Crime
Respected Sir A very serious matter I want to inform you Few person running or involve in some very shamefull activities by using few women at many places of kolkata gariahat ballygunge RUBY HOSPITAL BEHIND area KASBA ANANDAPUR QUEST MALL metropolis mall area ACROPOLISMALL area park circus FORUM MALL ELGIN RD Parkstreet MAIDAN AREA esplanade Garia jadavpur BEHALASAKHERBAZAR JOKA BANSDRONI Rabindrasadanexide area HARIDEVPUR triangular park lake mall area rashbehari area TOLLYGUNGE THAKURPUKUR BBD BAG DALHOUSIE AREA and SALTLAKE Their name SUBHRO SAHA AMLAN DATTA IZAZ AHMED Anirban They officially work in a insurance office hdfclife a hindustanpark ab gariahat shopping mall st floor beside of reliance trend building near gariahat more but outside at several places they involve in some shamefull activities last years Sir a person SUBHRO SAHA forcefully involve few women employee ex FEMALE employee in such shamefull doing At afternoon evening or after evening or night time they doing this shamefull activities Many innocent people are TRAPPED and suffering in such dirty issue for long time They are even to lodge a complain against them because of threatening and blackmailing ISSUE From above address PLACES and their mobile whatsapp no you can easily trace and track their all activities You need to investigate Last years detail Please help,Women/Child Related Crime
Direct Incoming Call from And Fraud From Google pay In the Morning of th Feb I was Received the call from the number above mention and they tell me my father ask money for some work and then they cheat me by google pay I not able to operate onilne transaction very well They tell me transfer rupess for my father and the amount was debit my account I am not put the UPI password anywere,Financial Fraud Crimes
Respected Sir A very serious matter I want to inform you Few person running or involve in some very shamefull activities by using few women at many places of kolkata gariahat ballygunge RUBY HOSPITAL BEHIND area KASBA ANANDAPUR QUEST MALL metropolis mall area ACROPOLISMALL area park circus FORUM MALL ELGIN RD Parkstreet MAIDAN AREA esplanade Garia jadavpur BEHALASAKHERBAZAR JOKA BANSDRONI Rabindrasadanexide area HARIDEVPUR triangular park lake mall area rashbehari area TOLLYGUNGE THAKURPUKUR BBD BAG DALHOUSIE AREA and SALTLAKE Their name SUBHRO SAHA AMLAN DATTA IZAZ AHMED Anirban They officially work in a insurance office hdfclife a hindustanpark ab gariahat shopping mall st floor beside of reliance trend building near gariahat more but outside at several places they involve in some shamefull activities last years Sir a person SUBHRO SAHA forcefully involve few women employee ex FEMALE employee in such shamefull doing At afternoon evening or after evening or night time they doing this shamefull activities Many innocent people are TRAPPED and suffering in such dirty issue for long time They are even to lodge a complain against them because of threatening and blackmailing ISSUE From above address PLACES and their mobile whatsapp no you can easily trace and track their all activities You need to investigate Last years detail Please help,Women/Child Related Crime
The loan has tourchering me so much i paid still they are messaging abuse the loan app is subha loan I have taken loan and I paid thousand right now Still they are calling and abusing me so much they send my details to my colleague so that they are tourchering me alot,Women/Child Related Crime
Respected Sir A very serious matter I want to inform you Few person running or involve in some very shamefull activities by using few women at many places of kolkata gariahat ballygunge RUBY HOSPITAL BEHIND area KASBA ANANDAPUR QUEST MALL metropolis mall area ACROPOLISMALL area park circus FORUM MALL ELGIN RD Parkstreet MAIDAN AREA esplanade Garia jadavpur BEHALASAKHERBAZAR JOKA BANSDRONI Rabindrasadanexide area HARIDEVPUR triangular park lake mall area rashbehari area TOLLYGUNGE THAKURPUKUR BBD BAG DALHOUSIE AREA and SALTLAKE Their name SUBHRO SAHA AMLAN DATTA IZAZ AHMED Anirban They officially work in a insurance office hdfclife a hindustanpark ab gariahat shopping mall st floor beside of reliance trend building near gariahat more but outside at several places they involve in some shamefull activities last years Sir a person SUBHRO SAHA forcefully involve few women employee ex FEMALE employee in such shamefull doing At afternoon evening or after evening or night time they doing this shamefull activities Many innocent people are TRAPPED and suffering in such dirty issue for long time They are even to lodge a complain against them because of threatening and blackmailing ISSUE From above address PLACES and their mobile whatsapp no you can easily trace and track their all activities You need to investigate Last years detail Please help,Women/Child Related Crime
Respected Sir A very serious matter I want to inform you Few person running or involve in some very shamefull activities by using few women at many places of kolkata gariahat ballygunge RUBY HOSPITAL BEHIND area KASBA ANANDAPUR QUEST MALL metropolis mall area ACROPOLISMALL area park circus FORUM MALL ELGIN RD Parkstreet MAIDAN AREA esplanade Garia jadavpur BEHALASAKHERBAZAR JOKA BANSDRONI Rabindrasadanexide area HARIDEVPUR triangular park lake mall area rashbehari area TOLLYGUNGE THAKURPUKUR BBD BAG DALHOUSIE AREA and SALTLAKE Their name SUBHRO SAHA AMLAN DATTA IZAZ AHMED Anirban They officially work in a insurance office hdfclife a hindustanpark ab gariahat shopping mall st floor beside of reliance trend building near gariahat more but outside at several places they involve in some shamefull activities last years Sir a person SUBHRO SAHA forcefully involve few women employee ex FEMALE employee in such shamefull doing At afternoon evening or after evening or night time they doing this shamefull activities Many innocent people are TRAPPED and suffering in such dirty issue for long time They are even to lodge a complain against them because of threatening and blackmailing ISSUE From above address PLACES and their mobile whatsapp no you can easily trace and track their all activities You need to investigate Last years detail Please help,Women/Child Related Crime
my facebook id is hack please remove my facebook account account name vinod aggarwal and my mobile number please request my facebook account my address c pratap gali nanak chand basti kotla mubarakpur new delhi,Other Cyber Crime
my cell phone was missed after worshipping the selviamman kovil on the way from the temple to my house the cell phone was missed in between the temple and the GH Corner i serched for the phone but i cant find the phone was switched off in min after missing my phone the phone imei no is imei,Other Cyber Crime
Respected Sir A very serious matter I want to inform you Few person running or involve in some very shamefull activities by using few women at many places of kolkata gariahat ballygunge RUBY HOSPITAL BEHIND area KASBA ANANDAPUR QUEST MALL metropolis mall area ACROPOLISMALL area park circus FORUM MALL ELGIN RD Parkstreet MAIDAN AREA esplanade Garia jadavpur BEHALASAKHERBAZAR JOKA BANSDRONI Rabindrasadanexide area HARIDEVPUR triangular park lake mall area rashbehari area TOLLYGUNGE THAKURPUKUR BBD BAG DALHOUSIE AREA and SALTLAKE Their name SUBHRO SAHA AMLAN DATTA IZAZ AHMED Anirban They officially work in a insurance office hdfclife a hindustanpark ab gariahat shopping mall st floor beside of reliance trend building near gariahat more but outside at several places they involve in some shamefull activities last years Sir a person SUBHRO SAHA forcefully involve few women employee ex FEMALE employee in such shamefull doing At afternoon evening or after evening or night time they doing this shamefull activities Many innocent people are TRAPPED and suffering in such dirty issue for long time They are even to lodge a complain against them because of threatening and blackmailing ISSUE From above address PLACES and their mobile whatsapp no you can easily trace and track their all activities You need to investigate Last years detail Please help,Women/Child Related Crime
Around pm I was called by person called Rajeev Mishra saying that he is calling from sbi patiala and my account has been credited for for insurance and he wants to refund it nd he told me all my card details subsequently and told me share otp which I didnt share so he started phishing on my phone and transactions were done fraudulently immediately I blocked my card and notified the bank,Financial Fraud Crimes
The app name is loan cube it gave me loan for days I paid back after payment is done the removed from Play Store because of Chinese app which taking percentage of interest in days my payment is not updated now they are calling me harrassing me and my family I have evedence of payment,Other Cyber Crime
I am a family man lost my phone on Poorva Express train during my hometown visit to Dhanbad that person found the phone and called me that he found it and will handover in some days then i regularly followed with but he did not returned it one day i suddenly saw in Facebook that an id is coming of his name when i opened it shows me that he had misused my wife pic and uploaded in his profile image i called him that this is not correct please delete it he denied He then again called me that he will returned my phone after three days I already told him that if you are not able to send please handover to my one friend who is in Kolkata police he will collect it form you but he denied and assured to send me through Rajdhani express to my DELHI address Now his phone is continuously switched off and my wife is also not deleted I fear that he may be misused some other pics on that phone too Please help me,Women/Child Related Crime
Heshe was contact with me on social media and talk to me normally after getting my social media information like facebook heshe was massage me on my WhatsApp no and blackmail me on WhatsApp and mobile calls and ask to send money and given his bank detail account no IFSC code KKBK Kotak Mahendra bank account holder nameBajendra for deposit money and told me if i am not paid heshe will upload my some personal vedio on social media on that time i was block the number and deactivate my Facebook account for avoiding any miss happening Now i am worried for that,Women/Child Related Crime
Respected Sir A very serious matter I want to inform you Few person running or involve in some very shamefull activities by using few women at many places of kolkata gariahat ballygunge RUBY HOSPITAL BEHIND area KASBA ANANDAPUR QUEST MALL metropolis mall area ACROPOLISMALL area park circus FORUM MALL ELGIN RD Parkstreet MAIDAN AREA esplanade Garia jadavpur BEHALA JOKA BANSDRONI Rabindrasadanexide area HARIDEVPUR triangular park lake mall area rashbehari area TOLLYGUNGE THAKURPUKUR BBD BAG DALHOUSIE AREA and SALTLAKE Their name SUBHRO SAHA AMLAN DATTA IZAZ AHMED Anirban They officially work in a insurance office hdfclife a hindustanpark ab gariahat shopping mall st floor beside of reliance trend building near gariahat more but outside at several places they involve in some shamefull activities last years Sir a person SUBHRO SAHA forcefully involve few women employee ex FEMALE employee in such shamefull doing At afternoon evening or after evening or night time they doing this shamefull activities Many innocent people are TRAPPED and suffering in such dirty issue for long time They are even to lodge a complain against them because of threatening and blackmailing ISSUE From above address PLACES and their mobile whatsapp no you can easily trace and track their all activities You need to investigate Last years detail Please help,Women/Child Related Crime
Uploade profile in APNA App for job and received an unknown person who is to have a sex also added my number into an unknown group for sexual activity I immediately blocked and deleted from my mobile which is having a nude pic as DP of unknown girl and this guy not even has fear of cyber crime when I say cyber crime will knock your door simply replied ok in whats app I have collected the location and the address of the suspect to inform the department,Women/Child Related Crime
Respected Sir A very serious matter I want to inform you Few person running or involve in some very shamefull activities by using few women at many places of kolkata gariahat ballygunge RUBY HOSPITAL BEHIND area KASBA ANANDAPUR QUEST MALL metropolis mall area ACROPOLISMALL area park circus FORUM MALL ELGIN RD Parkstreet MAIDAN AREA esplanade Garia jadavpur BEHALASAKHERBAZAR JOKA BANSDRONI Rabindrasadanexide area HARIDEVPUR triangular park lake mall area rashbehari area TOLLYGUNGE THAKURPUKUR BBD BAG DALHOUSIE AREA and SALTLAKE Their name SUBHRO SAHA AMLAN DATTA IZAZ AHMED Anirban They officially work in a insurance office hdfclife a hindustanpark ab gariahat shopping mall st floor beside of reliance trend building near gariahat more but outside at several places they involve in some shamefull activities last years Sir a person SUBHRO SAHA forcefully involve few women employee ex FEMALE employee in such shamefull doing At afternoon evening or after evening or night time they doing this shamefull activities Many innocent people are TRAPPED and suffering in such dirty issue for long time They are even to lodge a complain against them because of threatening and blackmailing ISSUE From above address PLACES and their mobile whatsapp no you can easily trace and track their all activities You need to investigate Last years detail Please help,Women/Child Related Crime
FRAUD THROUGH UPI PHONE PE BANK UNION BANK OF INDIA ACCOUNT NUMBER TOTAL AMOUNT PLEASE HOLD REVERSE TOTAL AMOUNT IN THE COMPLAINANT ACCOUNT AND TAKE NECESSARY ACTION,Financial Fraud Crimes
This account is promoting rape culture on twitter we have been reporting this account but twitter did not take any actions The screenshot I shared here is just one of his tweet he has made such tweets in past as well Kindly take required actions,Women/Child Related Crime
I vaibhav K Atole from Gunawadi Baramati Mobile No i want to inform about cyber crime where i have become victim of it the details are as below I GOT THE MESSAGE FROM BELLON COMPANY TO CHECK THE CREDIT SCORE WHEN I CHECKED THE SCORE FROM THAT LINK BY SUBMITTING MY DETAILS THEY TRANSFERED THE AMOUNT OF RS TO MY KOTAK MAHINDRA BANK ACCOUNT AND AFTER THAT I RECIVED THE MESSAGE THAT THE BELLON COMPANY HAS GIVEN ME THE LOAN OF RS AND I HAVE TO PAY RS TOTAL AMOUNT BUT I HAVE NEVER ASKED FOR LOAN I HAVE JUST GIVEN MY DETAILS FOR CREDIT SCORE BUT THE BELLON COMPANY IS FRAUD AND I HAVE BECOME VICTIM OF IT BY GIVING MY DETAILS HENCE PLEASE TAKE THE ACTION AGAINST THET BELLON APP AND COMPANY AS THEY ARE STARTING HARRASING ME BY SENDING ME MESSEGES OF LOANS THE FRAUD COMPANY DETAILS ARE httpHttpsapkbellonloancomdlappvapk BELLON LOAN COMPANY IS FRAUD PLS DO TAKE ACTION Thanx Regards Vaibhav K Atole,Financial Fraud Crimes
I have my company KOLOURSYNC KOLOURSYNCC one with a single C another with double C at the end of the name Now someone has copypasted my website as it is there are two websites copied httpswwwkolorsynconline httpwwwkoloursynconline While my original website is httpskoloursynccom httpskoloursyncccom,Other Cyber Crime
The person has previously tried to send such messages earlier also which was reported by me I had pleaded him not to threaten but he continued to do that I have tried to warn him but he did not care and again after hour sent home this message,Women/Child Related Crime
Dear SirMadam I am receiving abusive messages from different unknown numbers and they are asking me to pay money Also they are circulating my images to different people Request you to take look into the issue and take appropriate action Thanks in advance,Women/Child Related Crime
"The issue actually started when I got this email, which at first glance seemed like spam. I usually ignore such things, but for some reason, I opened it this time. Afterward, my phone started freezing, and it wasn’t normal. I thought it was a technical glitch, but now I’m not so sure. It’s hard to explain, but it felt like someone was inside my account, doing things while I wasn’t even online. The more I tried to fix it, the more problems came up. My email was notifiction, and then I got locked out of everything. This has really left me anxious and frustrated, I can’t sleep knowing my information is out there. I’ve even considered deleting all my accounts, but that’s not a solution. Even my phone isn’t working right anymore. It’s so stange how everything just fell apart after that one email.",Other Cyber Crime
Hello sir Actually i was scrolling facebook page of this person And while scrolling i m very attracting to the price of this supplier LED TV item And when i talk to them they gave me their goods and service tax number Their bank account details also And for ordering first LED TV supplier told one condition that i have to give payment in advance And when i have done imps in favour of supplier of rs on february After doing imps when i trying to call him on supplier mobile number This mobile number status shown switched off days gone but no response received from suppier ASL SYNDICATION SERVICES now i m very tensed and worried about reversal of this money How i ll get it back in my account Please government of india help me for reversal of this rs in my bank account My bank account no is My ifsc code is ubin Bank name is union bank of india Supplier forged bank account details is as under Acc no Ifsc code kkbk Acc name ASL SYNDICATION SERVICES BANK NAME KOTAK MAHINDRA BANK,Financial Fraud Crimes
FRAUD THROUGH GOOGLE PE PAYTM PHONE PE BANK PUNJAB NATIONAL BANK AC TOTAL AMOUNT PLEASE HOLD REVERSE TOTAL AMOUNT IN THE COMPLAINT ACCOUNT AND TAKE NECESSARY ACTION,Financial Fraud Crimes
Respected Sir A very serious matter I want to inform you Few person running or involve in some very shamefull activities by using few women at many places of kolkata gariahat ballygunge RUBY HOSPITAL BEHIND area KASBA ANANDAPUR QUEST MALL metropolis mall area ACROPOLISMALL area park circus FORUM MALL ELGIN RD Parkstreet MAIDAN AREA esplanade Garia jadavpur BEHALASAKHERBAZAR JOKA BANSDRONI Rabindrasadanexide area HARIDEVPUR triangular park lake mall area rashbehari area TOLLYGUNGE THAKURPUKUR BBD BAG DALHOUSIE AREA and SALTLAKE Their name SUBHRO SAHA AMLAN DATTA IZAZ AHMED Anirban They officially work in a insurance office hdfclife a hindustanpark ab gariahat shopping mall st floor beside of reliance trend building near gariahat more but outside at several places they involve in some shamefull activities last years Sir a person SUBHRO SAHA forcefully involve few women employee ex FEMALE employee in such shamefull doing At afternoon evening or after evening or night time they doing this shamefull activities Many innocent people are TRAPPED and suffering in such dirty issue for long time They are even to lodge a complain against them because of threatening and blackmailing ISSUE From above address PLACES and their mobile whatsapp no you can easily trace and track their all activities You need to investigate Last years detail Please help,Women/Child Related Crime
FRAUD THROUGH UPI Fraud PHONE PE BANK NAME Punjab National Bank including Oriental Bank of Commerce and United Bank of India ACCOUNT NUMBER TOTAL AMOUNT PLEASE HOLD REVERSE TOTAL AMOUNT IN THE COMPLAINT ACCOUNT AND TAKE NECESSARY ACTION Victim name Umesh chandra Bank name Punjab National Bank AC number Debit card number Date Trans No Amount Date Trans No Amount Please block the amount if the possibile and initiate a refund also provide the beneficiary details,Financial Fraud Crimes
The phone number belonging to one Mr Solanki was hacked recently A complaint application against the same was also given at Bardoli Police station on Sunday Still the number continues to use the contact list of Mr Solanki to send vague and sexually explicit and vague messages to all the recipients via Whatsapp You are requested to look into the matter at the eariest,Women/Child Related Crime
This Guy sending me threating for repayment of loans which i havent taken from Any application he is threating me by he will send my images and editing my photos as rapist and adult images please help me they sending me threating continuosly,Other Cyber Crime
Getting texts from this number by a suspect who claims himself as a bank manager He states that I have won a lottery and further demands personal details This is very disappointing as these types of texts and calls are on a hike these days,Financial Fraud Crimes
Dear Sir On st Jan I encountered a cyber fraud and fall prey to loss an amount of Rs which was got debited from my SBI credit card account ending with The Cyber fraud happened using a telephone call and a Whatsapp voice call the two mobile numbers were and respectively The fraudster that ladywho initiated the call was talking in Hindi so entire conversation was in Hindi language She told me that She is Shriya from SBI Credit card department and it is a verification call from SBI card and during the conversation with me as a matter of authenticity check she had told me that she is calling from the same number which is written in the backside of the SBI cardthe Toll Free No I checked the backside of my SBI card and found the Toll Free No then I checked the number from which she was talking with me which was which is almost same if we add our country code it becomes not I strongly opposed her that why it is xxxxxxx instead of xxxxx but anyhow she was able to mesmerize me that too,Financial Fraud Crimes
recieved whatsapp video call of nudevideo clip for second on at for second and call was disconnected again called back no response was there after minute a mophed video clip was sent and asked to dend immediately but i refused and replied it is not possible next day message came from same number demanded money threatened to viral it i was sure that clip was morphed thatswhy told to make it viral on a person from mobile no called and told one girl complained against you if you want to stop you have to talk to you tube manager RAHUL SHARMA person introduced himself as GAURAVmalhotra sp crime branch fake name rahulsharma holder of this number gave account detail asked to transferr account details given on was sujeet kumar acno ifsc code HDFC BRANCHNAME KAIMUR BHABHUA An amount of trnsferred on again on recie ved message and call from both number gave other account details name vikram dasrath acnoifsc code HDFC After that on i blocked these two number again one call came from same gang from this number on at pm but it was rejected and put in black list yesterday on th jan at pm recieved a whatspp video call but this call was nto attended and put in blaklist and reported too recieved message on same day by fscebook s my face,Women/Child Related Crime
namebanwari lal meena addb airpot colony dabok udipur pin code distiudipur psdabok mob no gmailblmeenagmailcom fraud bybank bank sbi ac no ifsc codesbin amount timepm datesuchna karta ne bataya ki unke pass koi trx id nhi hai total amount rupay suchna karta ne bataya ki unke pass koi call ya link nhi aaya or suchna karta ke sath fraud ho gya suchna karta ke pass frauderki koi jankari nhi hai,Financial Fraud Crimes
While transferring amount through Paytm UPI id we have entered correct upi id but money was credited to different bank account and not the bank account linked to my entered UPI id Note we checked the the same upi id from different upi appeg phone pay and the bank account is shown correct and money was credited to the same bank account that is linked to above entered upi id But in case of Paytm UPI app the money was credited to different bank account even though we entered correct UPI Id,Other Cyber Crime
The suspect approached me on dating app happn and gave me the WhatsApp no He called me with a video of girl getting naked and told me to ahow him my private parts He recorded the video and blackmailed me to send him money to delete the video I captured the screenshots and have uploaded to this website,Women/Child Related Crime
I had a call from this mobile no as jio mart sales and promotion saying that you had selected lucky prize on last jiomart order and told to purchase of min of in jiomart to add in cart and pay the amount to certain account no ifsc AUBL I had paid to this account for order confirmation They said the order will be confirm with in mins but no confirmation and no response from they side I lost my money Can you file my case and recover my amount from these fraudster,Other Cyber Crime
